NC_045512.2	0	37	29903	0.00123733
NC_045512.2	1	1	29903	3.34415e-05
NC_045512.2	3	1	29903	3.34415e-05
NC_045512.2	4	11	29903	0.000367856
NC_045512.2	5	28	29903	0.000936361
NC_045512.2	6	62	29903	0.00207337
NC_045512.2	7	34	29903	0.00113701
NC_045512.2	8	24	29903	0.000802595
NC_045512.2	9	44	29903	0.00147142
NC_045512.2	10	179	29903	0.00598602
NC_045512.2	11	490	29903	0.0163863
NC_045512.2	12	577	29903	0.0192957
NC_045512.2	13	636	29903	0.0212688
NC_045512.2	14	645	29903	0.0215697
NC_045512.2	15	870	29903	0.0290941
NC_045512.2	16	765	29903	0.0255827
NC_045512.2	17	785	29903	0.0262515
NC_045512.2	18	827	29903	0.0276561
NC_045512.2	19	867	29903	0.0289937
NC_045512.2	20	931	29903	0.031134
NC_045512.2	21	854	29903	0.028559
NC_045512.2	22	775	29903	0.0259171
NC_045512.2	23	787	29903	0.0263184
NC_045512.2	24	773	29903	0.0258502
NC_045512.2	25	858	29903	0.0286928
NC_045512.2	26	744	29903	0.0248804
NC_045512.2	27	672	29903	0.0224727
NC_045512.2	28	708	29903	0.0236766
NC_045512.2	29	526	29903	0.0175902
NC_045512.2	30	755	29903	0.0252483
NC_045512.2	31	615	29903	0.0205665
NC_045512.2	32	571	29903	0.0190951
NC_045512.2	33	632	29903	0.021135
NC_045512.2	34	552	29903	0.0184597
NC_045512.2	35	536	29903	0.0179246
NC_045512.2	36	462	29903	0.01545
NC_045512.2	37	541	29903	0.0180918
NC_045512.2	38	484	29903	0.0161857
NC_045512.2	39	304	29903	0.0101662
NC_045512.2	40	471	29903	0.0157509
NC_045512.2	41	309	29903	0.0103334
NC_045512.2	42	221	29903	0.00739056
NC_045512.2	43	199	29903	0.00665485
NC_045512.2	44	301	29903	0.0100659
NC_045512.2	45	288	29903	0.00963114
NC_045512.2	46	250	29903	0.00836037
NC_045512.2	47	302	29903	0.0100993
NC_045512.2	48	159	29903	0.00531719
NC_045512.2	49	232	29903	0.00775842
NC_045512.2	50	341	29903	0.0114035
NC_045512.2	51	339	29903	0.0113367
NC_045512.2	52	276	29903	0.00922984
NC_045512.2	53	245	29903	0.00819316
NC_045512.2	54	244	29903	0.00815972
NC_045512.2	55	297	29903	0.00993211
NC_045512.2	56	252	29903	0.00842725
NC_045512.2	57	235	29903	0.00785874
NC_045512.2	58	222	29903	0.007424
NC_045512.2	59	219	29903	0.00732368
NC_045512.2	60	84	29903	0.00280908
NC_045512.2	61	140	29903	0.0046818
NC_045512.2	62	121	29903	0.00404642
NC_045512.2	63	158	29903	0.00528375
NC_045512.2	64	91	29903	0.00304317
NC_045512.2	65	149	29903	0.00498278
NC_045512.2	66	178	29903	0.00595258
NC_045512.2	67	142	29903	0.00474869
NC_045512.2	68	86	29903	0.00287597
NC_045512.2	69	91	29903	0.00304317
NC_045512.2	70	50	29903	0.00167207
NC_045512.2	71	53	29903	0.0017724
NC_045512.2	72	44	29903	0.00147142
NC_045512.2	73	84	29903	0.00280908
NC_045512.2	74	94	29903	0.0031435
NC_045512.2	75	59	29903	0.00197305
NC_045512.2	76	35	29903	0.00117045
NC_045512.2	77	71	29903	0.00237434
NC_045512.2	78	60	29903	0.00200649
NC_045512.2	79	52	29903	0.00173896
NC_045512.2	80	26	29903	0.000869478
NC_045512.2	81	43	29903	0.00143798
NC_045512.2	82	38	29903	0.00127078
NC_045512.2	83	40	29903	0.00133766
NC_045512.2	84	39	29903	0.00130422
NC_045512.2	85	50	29903	0.00167207
NC_045512.2	86	23	29903	0.000769154
NC_045512.2	87	49	29903	0.00163863
NC_045512.2	88	19	29903	0.000635388
NC_045512.2	89	31	29903	0.00103669
NC_045512.2	90	18	29903	0.000601946
NC_045512.2	91	9	29903	0.000300973
NC_045512.2	92	12	29903	0.000401298
NC_045512.2	93	11	29903	0.000367856
NC_045512.2	94	11	29903	0.000367856
NC_045512.2	95	12	29903	0.000401298
NC_045512.2	96	1	29903	3.34415e-05
NC_045512.2	97	5	29903	0.000167207
NC_045512.2	98	15	29903	0.000501622
NC_045512.2	99	17	29903	0.000568505
NC_045512.2	100	10	29903	0.000334415
NC_045512.2	101	13	29903	0.000434739
NC_045512.2	102	26	29903	0.000869478
NC_045512.2	103	25	29903	0.000836037
NC_045512.2	104	11	29903	0.000367856
NC_045512.2	105	22	29903	0.000735712
NC_045512.2	106	39	29903	0.00130422
NC_045512.2	107	29	29903	0.000969802
NC_045512.2	108	42	29903	0.00140454
NC_045512.2	109	30	29903	0.00100324
NC_045512.2	110	63	29903	0.00210681
NC_045512.2	111	42	29903	0.00140454
NC_045512.2	112	50	29903	0.00167207
NC_045512.2	113	34	29903	0.00113701
NC_045512.2	114	38	29903	0.00127078
NC_045512.2	115	18	29903	0.000601946
NC_045512.2	116	31	29903	0.00103669
NC_045512.2	117	31	29903	0.00103669
NC_045512.2	118	33	29903	0.00110357
NC_045512.2	119	16	29903	0.000535063
NC_045512.2	120	12	29903	0.000401298
NC_045512.2	121	12	29903	0.000401298
NC_045512.2	122	12	29903	0.000401298
NC_045512.2	123	7	29903	0.00023409
NC_045512.2	124	24	29903	0.000802595
NC_045512.2	125	15	29903	0.000501622
NC_045512.2	126	22	29903	0.000735712
NC_045512.2	127	15	29903	0.000501622
NC_045512.2	128	6	29903	0.000200649
NC_045512.2	129	5	29903	0.000167207
NC_045512.2	130	15	29903	0.000501622
NC_045512.2	131	4	29903	0.000133766
NC_045512.2	132	15	29903	0.000501622
NC_045512.2	133	15	29903	0.000501622
NC_045512.2	134	7	29903	0.00023409
NC_045512.2	135	17	29903	0.000568505
NC_045512.2	136	30	29903	0.00100324
NC_045512.2	137	5	29903	0.000167207
NC_045512.2	138	6	29903	0.000200649
NC_045512.2	139	9	29903	0.000300973
NC_045512.2	140	7	29903	0.00023409
NC_045512.2	141	14	29903	0.00046818
NC_045512.2	143	11	29903	0.000367856
NC_045512.2	144	1	29903	3.34415e-05
NC_045512.2	145	8	29903	0.000267532
NC_045512.2	146	12	29903	0.000401298
NC_045512.2	147	6	29903	0.000200649
NC_045512.2	148	8	29903	0.000267532
NC_045512.2	149	6	29903	0.000200649
NC_045512.2	150	21	29903	0.000702271
NC_045512.2	151	20	29903	0.000668829
NC_045512.2	152	24	29903	0.000802595
NC_045512.2	153	27	29903	0.000902919
NC_045512.2	154	52	29903	0.00173896
NC_045512.2	155	24	29903	0.000802595
NC_045512.2	156	15	29903	0.000501622
NC_045512.2	157	26	29903	0.000869478
NC_045512.2	158	19	29903	0.000635388
NC_045512.2	159	9	29903	0.000300973
NC_045512.2	160	19	29903	0.000635388
NC_045512.2	161	6	29903	0.000200649
NC_045512.2	162	14	29903	0.00046818
NC_045512.2	163	12	29903	0.000401298
NC_045512.2	164	9	29903	0.000300973
NC_045512.2	165	21	29903	0.000702271
NC_045512.2	166	12	29903	0.000401298
NC_045512.2	167	18	29903	0.000601946
NC_045512.2	168	12	29903	0.000401298
NC_045512.2	169	17	29903	0.000568505
NC_045512.2	170	12	29903	0.000401298
NC_045512.2	171	17	29903	0.000568505
NC_045512.2	172	10	29903	0.000334415
NC_045512.2	173	14	29903	0.00046818
NC_045512.2	174	13	29903	0.000434739
NC_045512.2	175	37	29903	0.00123733
NC_045512.2	176	12	29903	0.000401298
NC_045512.2	177	21	29903	0.000702271
NC_045512.2	178	7	29903	0.00023409
NC_045512.2	179	8	29903	0.000267532
NC_045512.2	180	11	29903	0.000367856
NC_045512.2	181	7	29903	0.00023409
NC_045512.2	182	11	29903	0.000367856
NC_045512.2	183	10	29903	0.000334415
NC_045512.2	184	5	29903	0.000167207
NC_045512.2	185	5	29903	0.000167207
NC_045512.2	186	9	29903	0.000300973
NC_045512.2	187	5	29903	0.000167207
NC_045512.2	188	5	29903	0.000167207
NC_045512.2	189	14	29903	0.00046818
NC_045512.2	190	7	29903	0.00023409
NC_045512.2	191	1	29903	3.34415e-05
