NC_045512.2	0	2664	29903	0.0890881
NC_045512.2	1	799	29903	0.0267197
NC_045512.2	2	1138	29903	0.0380564
NC_045512.2	3	36	29903	0.00120389
NC_045512.2	4	279	29903	0.00933017
NC_045512.2	5	331	29903	0.0110691
NC_045512.2	6	267	29903	0.00892887
NC_045512.2	7	209	29903	0.00698927
NC_045512.2	8	101	29903	0.00337759
NC_045512.2	9	200	29903	0.00668829
NC_045512.2	10	172	29903	0.00575193
NC_045512.2	11	396	29903	0.0132428
NC_045512.2	12	452	29903	0.0151155
NC_045512.2	13	292	29903	0.00976491
NC_045512.2	14	264	29903	0.00882855
NC_045512.2	15	233	29903	0.00779186
NC_045512.2	16	270	29903	0.00902919
NC_045512.2	17	418	29903	0.0139785
NC_045512.2	18	316	29903	0.0105675
NC_045512.2	19	445	29903	0.0148814
NC_045512.2	20	205	29903	0.0068555
NC_045512.2	21	239	29903	0.00799251
NC_045512.2	22	484	29903	0.0161857
NC_045512.2	23	311	29903	0.0104003
NC_045512.2	24	456	29903	0.0152493
NC_045512.2	25	214	29903	0.00715647
NC_045512.2	26	382	29903	0.0127746
NC_045512.2	27	323	29903	0.0108016
NC_045512.2	28	183	29903	0.00611979
NC_045512.2	29	354	29903	0.0118383
NC_045512.2	30	447	29903	0.0149483
NC_045512.2	31	355	29903	0.0118717
NC_045512.2	32	399	29903	0.0133431
NC_045512.2	33	419	29903	0.014012
NC_045512.2	34	373	29903	0.0124737
NC_045512.2	35	400	29903	0.0133766
NC_045512.2	36	406	29903	0.0135772
NC_045512.2	37	495	29903	0.0165535
NC_045512.2	38	637	29903	0.0213022
NC_045512.2	39	417	29903	0.0139451
NC_045512.2	40	525	29903	0.0175568
NC_045512.2	41	297	29903	0.00993211
NC_045512.2	42	477	29903	0.0159516
NC_045512.2	43	512	29903	0.017122
NC_045512.2	44	361	29903	0.0120724
NC_045512.2	45	292	29903	0.00976491
NC_045512.2	46	390	29903	0.0130422
NC_045512.2	47	310	29903	0.0103669
NC_045512.2	48	241	29903	0.00805939
NC_045512.2	49	275	29903	0.0091964
NC_045512.2	50	339	29903	0.0113367
NC_045512.2	51	423	29903	0.0141457
NC_045512.2	52	343	29903	0.0114704
NC_045512.2	53	243	29903	0.00812627
NC_045512.2	54	260	29903	0.00869478
NC_045512.2	55	236	29903	0.00789218
NC_045512.2	56	340	29903	0.0113701
NC_045512.2	57	330	29903	0.0110357
NC_045512.2	58	214	29903	0.00715647
NC_045512.2	59	156	29903	0.00521687
NC_045512.2	60	253	29903	0.00846069
NC_045512.2	61	166	29903	0.00555128
NC_045512.2	62	111	29903	0.003712
NC_045512.2	63	205	29903	0.0068555
NC_045512.2	64	104	29903	0.00347791
NC_045512.2	65	127	29903	0.00424707
NC_045512.2	66	58	29903	0.0019396
NC_045512.2	67	196	29903	0.00655453
NC_045512.2	68	285	29903	0.00953082
NC_045512.2	69	273	29903	0.00912952
NC_045512.2	70	280	29903	0.00936361
NC_045512.2	71	302	29903	0.0100993
NC_045512.2	72	260	29903	0.00869478
NC_045512.2	73	238	29903	0.00795907
NC_045512.2	74	136	29903	0.00454804
NC_045512.2	75	143	29903	0.00478213
NC_045512.2	76	127	29903	0.00424707
NC_045512.2	77	203	29903	0.00678862
NC_045512.2	78	145	29903	0.00484901
NC_045512.2	79	132	29903	0.00441427
NC_045512.2	80	81	29903	0.00270876
NC_045512.2	81	70	29903	0.0023409
NC_045512.2	82	193	29903	0.0064542
NC_045512.2	83	140	29903	0.0046818
NC_045512.2	84	50	29903	0.00167207
NC_045512.2	85	69	29903	0.00230746
NC_045512.2	86	29	29903	0.000969802
NC_045512.2	87	138	29903	0.00461492
NC_045512.2	88	75	29903	0.00250811
NC_045512.2	89	53	29903	0.0017724
NC_045512.2	90	83	29903	0.00277564
NC_045512.2	91	21	29903	0.000702271
NC_045512.2	92	54	29903	0.00180584
NC_045512.2	93	83	29903	0.00277564
NC_045512.2	94	56	29903	0.00187272
NC_045512.2	95	36	29903	0.00120389
NC_045512.2	96	32	29903	0.00107013
NC_045512.2	97	44	29903	0.00147142
NC_045512.2	98	22	29903	0.000735712
NC_045512.2	99	44	29903	0.00147142
NC_045512.2	100	64	29903	0.00214025
NC_045512.2	101	71	29903	0.00237434
NC_045512.2	102	35	29903	0.00117045
NC_045512.2	103	64	29903	0.00214025
NC_045512.2	104	36	29903	0.00120389
NC_045512.2	105	88	29903	0.00294285
NC_045512.2	106	22	29903	0.000735712
NC_045512.2	107	30	29903	0.00100324
NC_045512.2	108	20	29903	0.000668829
NC_045512.2	109	64	29903	0.00214025
NC_045512.2	110	34	29903	0.00113701
NC_045512.2	111	33	29903	0.00110357
NC_045512.2	112	72	29903	0.00240779
NC_045512.2	113	118	29903	0.00394609
