#Coverage	Number of genomic locations
0.0	300.0
1.0	278.0
2.0	444.0
3.0	425.0
4.0	391.0
5.0	215.0
6.0	200.0
7.0	410.0
8.0	318.0
9.0	162.0
10.0	169.0
11.0	257.0
12.0	198.0
13.0	269.0
14.0	164.0
15.0	163.0
16.0	110.0
17.0	98.0
18.0	137.0
19.0	145.0
20.0	148.0
21.0	141.0
22.0	93.0
23.0	149.0
24.0	134.0
25.0	134.0
26.0	111.0
27.0	110.0
28.0	87.0
29.0	127.0
30.0	111.0
31.0	95.0
32.0	92.0
33.0	83.0
34.0	38.0
35.0	31.0
36.0	62.0
37.0	72.0
38.0	78.0
39.0	112.0
40.0	101.0
41.0	121.0
42.0	118.0
43.0	156.0
44.0	133.0
45.0	144.0
46.0	164.0
47.0	140.0
48.0	117.0
49.0	126.0
50.0	104.0
51.0	93.0
52.0	61.0
53.0	94.0
54.0	73.0
55.0	87.0
56.0	96.0
57.0	87.0
58.0	78.0
59.0	99.0
60.0	93.0
61.0	113.0
62.0	110.0
63.0	96.0
64.0	107.0
65.0	87.0
66.0	88.0
67.0	103.0
68.0	113.0
69.0	96.0
70.0	98.0
71.0	78.0
72.0	81.0
73.0	77.0
74.0	90.0
75.0	75.0
76.0	72.0
77.0	85.0
78.0	112.0
79.0	109.0
80.0	96.0
81.0	69.0
82.0	75.0
83.0	80.0
84.0	94.0
85.0	78.0
86.0	82.0
87.0	101.0
88.0	71.0
89.0	69.0
90.0	82.0
91.0	90.0
92.0	84.0
93.0	88.0
94.0	79.0
95.0	69.0
96.0	61.0
97.0	109.0
98.0	75.0
99.0	84.0
100.0	106.0
101.0	125.0
102.0	98.0
103.0	74.0
104.0	63.0
105.0	63.0
106.0	78.0
107.0	54.0
108.0	84.0
109.0	84.0
110.0	89.0
111.0	92.0
112.0	76.0
113.0	60.0
114.0	76.0
115.0	91.0
116.0	81.0
117.0	68.0
118.0	83.0
119.0	83.0
120.0	97.0
121.0	91.0
122.0	98.0
123.0	92.0
124.0	107.0
125.0	116.0
126.0	119.0
127.0	78.0
128.0	69.0
129.0	75.0
130.0	84.0
131.0	72.0
132.0	68.0
133.0	78.0
134.0	89.0
135.0	75.0
136.0	81.0
137.0	66.0
138.0	67.0
139.0	52.0
140.0	80.0
141.0	79.0
142.0	107.0
143.0	99.0
144.0	71.0
145.0	68.0
146.0	59.0
147.0	62.0
148.0	73.0
149.0	61.0
150.0	94.0
151.0	72.0
152.0	64.0
153.0	61.0
154.0	49.0
155.0	48.0
156.0	45.0
157.0	49.0
158.0	63.0
159.0	51.0
160.0	55.0
161.0	60.0
162.0	54.0
163.0	53.0
164.0	74.0
165.0	53.0
166.0	60.0
167.0	62.0
168.0	59.0
169.0	54.0
170.0	54.0
171.0	44.0
172.0	60.0
173.0	57.0
174.0	45.0
175.0	57.0
176.0	64.0
177.0	50.0
178.0	87.0
179.0	65.0
180.0	61.0
181.0	67.0
182.0	67.0
183.0	62.0
184.0	46.0
185.0	62.0
186.0	86.0
187.0	68.0
188.0	90.0
189.0	60.0
190.0	68.0
191.0	72.0
192.0	53.0
193.0	49.0
194.0	40.0
195.0	50.0
196.0	45.0
197.0	40.0
198.0	38.0
199.0	40.0
200.0	29.0
201.0	40.0
202.0	29.0
203.0	25.0
204.0	26.0
205.0	19.0
206.0	38.0
207.0	15.0
208.0	25.0
209.0	36.0
210.0	33.0
211.0	38.0
212.0	36.0
213.0	29.0
214.0	38.0
215.0	39.0
216.0	29.0
217.0	44.0
218.0	45.0
219.0	31.0
220.0	22.0
221.0	29.0
222.0	48.0
223.0	24.0
224.0	23.0
225.0	42.0
226.0	33.0
227.0	30.0
228.0	32.0
229.0	37.0
230.0	44.0
231.0	40.0
232.0	28.0
233.0	38.0
234.0	29.0
235.0	32.0
236.0	47.0
237.0	37.0
238.0	43.0
239.0	45.0
240.0	40.0
241.0	25.0
242.0	28.0
243.0	46.0
244.0	36.0
245.0	43.0
246.0	39.0
247.0	32.0
248.0	55.0
249.0	61.0
250.0	46.0
251.0	52.0
252.0	38.0
253.0	56.0
254.0	42.0
255.0	54.0
256.0	59.0
257.0	47.0
258.0	35.0
259.0	47.0
260.0	46.0
261.0	22.0
262.0	34.0
263.0	35.0
264.0	30.0
265.0	35.0
266.0	31.0
267.0	38.0
268.0	39.0
269.0	31.0
270.0	30.0
271.0	42.0
272.0	50.0
273.0	25.0
274.0	28.0
275.0	27.0
276.0	29.0
277.0	34.0
278.0	35.0
279.0	31.0
280.0	34.0
281.0	26.0
282.0	36.0
283.0	37.0
284.0	28.0
285.0	28.0
286.0	23.0
287.0	17.0
288.0	17.0
289.0	18.0
290.0	31.0
291.0	28.0
292.0	27.0
293.0	30.0
294.0	35.0
295.0	26.0
296.0	33.0
297.0	43.0
298.0	28.0
299.0	28.0
300.0	27.0
301.0	24.0
302.0	29.0
303.0	27.0
304.0	25.0
305.0	38.0
306.0	39.0
307.0	25.0
308.0	15.0
309.0	32.0
310.0	45.0
311.0	39.0
312.0	32.0
313.0	28.0
314.0	29.0
315.0	19.0
316.0	30.0
317.0	26.0
318.0	32.0
319.0	31.0
320.0	26.0
321.0	29.0
322.0	24.0
323.0	34.0
324.0	28.0
325.0	33.0
326.0	34.0
327.0	30.0
328.0	24.0
329.0	20.0
330.0	23.0
331.0	19.0
332.0	25.0
333.0	25.0
334.0	34.0
335.0	25.0
336.0	31.0
337.0	22.0
338.0	31.0
339.0	29.0
340.0	23.0
341.0	25.0
342.0	18.0
343.0	27.0
344.0	18.0
345.0	22.0
346.0	25.0
347.0	13.0
