#Position (bp)	mapping quality
38.0	60.0
113.0	59.99870759289176
188.0	59.99753670986548
263.0	59.970907234911316
338.0	59.99471187038207
413.0	59.97324570331811
488.0	59.82172579938677
563.0	59.99901948768231
638.0	59.9932043673266
713.0	59.98582323676507
788.0	59.99610617171783
863.0	59.9914131501472
938.0	59.997581392848986
1013.0	59.984213295913
1088.0	59.99560600512633
1163.0	59.99802211929917
1238.0	59.99871789392709
1313.0	59.99732429539779
1388.0	59.991404627175704
1463.0	59.99037227214377
1538.0	59.98858954041204
1613.0	59.979299191374665
1688.0	59.98510779922606
1763.0	59.99436408040579
1838.0	59.97824641972325
1913.0	59.98958319422001
1988.0	59.997611155901936
2063.0	59.998446400828584
2138.0	59.97849983051668
2213.0	60.0
2288.0	60.0
2363.0	60.0
2438.0	59.987213366294434
2513.0	59.985493814723775
2588.0	59.99749294891883
2663.0	59.99911117694985
2738.0	59.99434716483398
2813.0	59.993967120808406
2888.0	59.99735723566851
2963.0	60.0
3038.0	59.9989854582347
3113.0	59.995733383900635
3188.0	60.0
3263.0	59.996825598374706
3338.0	59.99580811653436
3413.0	59.98915314157159
3488.0	59.99752572217984
3563.0	59.99231040338342
3638.0	59.991954048678004
3713.0	59.990885383700025
3788.0	59.991383272058826
3863.0	59.9951705402958
3938.0	59.99507032995925
4013.0	60.0
4088.0	59.992970370110015
4163.0	59.98872866497298
4238.0	59.99654397788146
4313.0	59.99828776896296
4388.0	59.98967265444076
4463.0	59.99086858370042
4538.0	59.907554393500796
4613.0	59.98046211348964
4688.0	59.996785255036436
4763.0	59.99706417708884
4838.0	59.993734935565556
4913.0	59.993256636083125
4988.0	59.99862766176437
5063.0	59.98388107817677
5138.0	59.951910232433875
5213.0	59.9940170514035
5288.0	60.0
5363.0	59.99125981354269
5438.0	59.9952088977613
5513.0	59.98845390582717
5588.0	59.99619599099718
5663.0	59.993977037455295
5738.0	59.98569343901113
5813.0	59.97676173830142
5888.0	59.97523503783536
5963.0	59.98418818829926
6038.0	59.80111930439795
6113.0	59.994100585025315
6188.0	59.99706754423121
6263.0	59.994898356845766
6338.0	59.99000059136288
6413.0	59.98825473409063
6488.0	59.9971712257079
6563.0	59.99839901806441
6638.0	59.965003411617104
6713.0	59.98748566065283
6788.0	59.99151433723438
6863.0	60.0
6938.0	59.9835405998537
7013.0	59.98886414253897
7088.0	60.0
7163.0	60.0
7238.0	59.97954753404259
7313.0	59.994757879562286
7388.0	59.99628126065264
7463.0	59.93459599400463
7538.0	59.9972776460713
7613.0	59.97222314076915
7688.0	59.99714761112432
7763.0	59.99303228375195
7838.0	59.996308487402715
7913.0	59.989772436716954
7988.0	59.99753728280203
8063.0	59.99267158359562
8138.0	59.9971715990836
8213.0	59.99667230526053
8288.0	59.992014241269736
8363.0	59.99531213376045
8438.0	59.99592474359845
8513.0	60.0
8588.0	60.0
8663.0	59.9968474977013
8738.0	59.999233970839825
8813.0	59.990989299793505
8888.0	59.995966183168896
8963.0	59.990092143069454
9038.0	59.9892554266491
9113.0	59.99923616503927
9188.0	59.99372045561583
9263.0	59.99153509728225
9338.0	59.99033940877182
9413.0	59.99604604164836
9488.0	59.99772166318587
9563.0	59.99422470346074
9638.0	59.98396524432445
9713.0	59.992584719578815
9788.0	59.994189354413066
9863.0	59.98959623482784
9938.0	59.967471467429405
10013.0	59.99602174777881
10088.0	59.96345296396462
10163.0	59.993763804079514
10238.0	59.99938860357056
