#Position (bp)	insert size
38.0	6473.615189873418
113.0	244.1921768707483
188.0	209.92036553524804
263.0	209.32335329341316
338.0	249.3421052631579
413.0	277.97196261682245
488.0	496.9782608695652
563.0	262.98979591836735
638.0	269.349593495935
713.0	246.22962962962964
788.0	217.63529411764705
863.0	170.54545454545453
938.0	278.76785714285717
1013.0	287.27906976744185
1088.0	236.0
1163.0	178.15384615384616
1238.0	259.0
1313.0	802.4
1388.0	345.0
1463.0	206.66666666666666
1538.0	281.625
1613.0	253.83764367816093
1688.0	243.59633027522935
1763.0	195.0420168067227
1838.0	964.567393306724
1913.0	359.93506493506493
1988.0	242.11475409836066
2063.0	219.65079365079364
2138.0	255.2173913043478
2213.0	294.7
2288.0	285.125
2363.0	274.5769230769231
2438.0	285.0689655172414
2513.0	244.24137931034483
2588.0	228.65217391304347
2663.0	207.36363636363637
2738.0	162.53333333333333
2813.0	248.50976138828634
2888.0	28.31876959247649
2963.0	214.6158940397351
3038.0	159.64893617021278
3113.0	486.5833333333333
3188.0	236.35294117647058
3263.0	283.7142857142857
3338.0	266.2857142857143
3413.0	251.71428571428572
3488.0	254.73333333333332
3563.0	339.55555555555554
3638.0	218.0
3713.0	247.875
3788.0	268.2916666666667
3863.0	249.64285714285714
3938.0	221.72727272727272
4013.0	211.9047619047619
4088.0	259.83700440528634
4163.0	217.69230769230768
4238.0	168.3170731707317
4313.0	77.0359961894393
4388.0	245.0
4463.0	209.36363636363637
4538.0	143.66666666666666
4613.0	182.8181818181818
4688.0	25.850789096126256
4763.0	284.5
4838.0	218.77777777777777
4913.0	255.58333333333334
4988.0	268.1
5063.0	249.85714285714286
5138.0	224.875
5213.0	268.4375
5288.0	263.125
5363.0	226.625
5438.0	202.73529411764707
5513.0	266.037037037037
5588.0	82.4748201438849
5663.0	254.78947368421052
5738.0	240.41176470588235
5813.0	240.08333333333334
5888.0	277.84415584415586
5963.0	269.9718309859155
6038.0	225.33333333333334
6113.0	205.9090909090909
6188.0	243.7240678949659
6263.0	216.88630980577926
6338.0	191.8697117184575
6413.0	140.4692082111437
6488.0	3008.714285714286
6563.0	161.0909090909091
6638.0	358.0
6713.0	300.5
6788.0	279.0
6863.0	0.0
6938.0	267.0
7013.0	262.6190476190476
7088.0	248.71428571428572
7163.0	286.5
7238.0	262.64285714285717
7313.0	227.71428571428572
7388.0	230.75
7463.0	226.47058823529412
7538.0	345.45454545454544
7613.0	255.46153846153845
7688.0	254.0
7763.0	216.72727272727272
7838.0	175.91666666666666
7913.0	224.66666666666666
7988.0	295.625
8063.0	213.25
8138.0	180.66666666666666
8213.0	0.0
8288.0	223.33333333333334
8363.0	0.0
8438.0	236.14285714285714
8513.0	258.75
8588.0	300.6666666666667
8663.0	219.5
8738.0	377.0
8813.0	272.25
8888.0	267.78968253968253
8963.0	247.86111111111111
9038.0	256.67021276595744
9113.0	234.32954545454547
9188.0	359.86915887850466
9263.0	251.7029702970297
9338.0	247.98850574712642
9413.0	240.168
9488.0	244.46478873239437
9563.0	245.08771929824562
9638.0	198.88
9713.0	154.95652173913044
9788.0	249.33333333333334
9863.0	247.375
9938.0	247.25
10013.0	339.3333333333333
10088.0	269.75
10163.0	231.83333333333334
10238.0	237.6
10313.0	207.28571428571428
10388.0	275.2
10463.0	198.5
10538.0	191.71428571428572
10613.0	261.6666666666667
10688.0	219.0
10763.0	256.6666666666667
10838.0	232.5
10913.0	274.5
10988.0	232.32638888888889
11063.0	211.06060606060606
11138.0	208.675
11213.0	190.49019607843138
11288.0	231.88888888888889
11363.0	165.0
11438.0	303.0
11513.0	206.33333333333334
11588.0	252.84962406015038
11663.0	233.375
11738.0	209.2753623188406
11813.0	228.55555555555554
11888.0	257.6947141316073
11963.0	284.4673913043478
12038.0	199.08722741433021
12113.0	155.0593220338983
12188.0	233.0
12263.0	0.0
12338.0	156.0
12413.0	260.06060606060606
12488.0	261.8333333333333
12563.0	234.01754385964912
12638.0	207.45098039215685
