#Position (bp)	Coverage
38.0	14.013333333333334
113.0	59.973333333333336
188.0	94.56
263.0	105.22666666666667
338.0	626.2
413.0	2705.7466666666664
488.0	4001.0666666666666
563.0	3413.64
638.0	1934.1066666666666
713.0	471.41333333333336
788.0	150.6
863.0	165.61333333333334
938.0	130.64
1013.0	162.61333333333334
1088.0	221.42666666666668
1163.0	225.12
1238.0	184.6
1313.0	78.77333333333333
1388.0	15.24
1463.0	14.96
1538.0	12.466666666666667
1613.0	607.2666666666667
1688.0	1456.9733333333334
1763.0	1842.8266666666666
1838.0	1525.5066666666667
1913.0	642.0666666666667
1988.0	26.013333333333332
2063.0	8.386666666666667
2138.0	8.0
2213.0	22.69333333333333
2288.0	48.25333333333333
2363.0	56.56
2438.0	63.373333333333335
2513.0	59.24
2588.0	56.24
2663.0	61.36
2738.0	61.333333333333336
2813.0	45.86666666666667
2888.0	56.10666666666667
2963.0	59.86666666666667
3038.0	53.32
3113.0	52.10666666666667
3188.0	40.78666666666667
3263.0	46.946666666666665
3338.0	63.78666666666667
3413.0	62.49333333333333
3488.0	41.72
3563.0	14.666666666666666
3638.0	14.813333333333333
3713.0	14.533333333333333
3788.0	24.4
3863.0	49.93333333333333
3938.0	54.093333333333334
4013.0	67.77333333333333
4088.0	483.25333333333333
4163.0	1503.8666666666666
4238.0	1786.4133333333334
4313.0	1134.5733333333333
4388.0	475.56
4463.0	39.32
4538.0	38.093333333333334
4613.0	31.36
4688.0	98.98666666666666
4763.0	167.8
4838.0	174.65333333333334
4913.0	142.25333333333333
4988.0	66.82666666666667
5063.0	24.066666666666666
5138.0	24.0
5213.0	19.026666666666667
5288.0	83.42666666666666
5363.0	193.6
5438.0	266.4
5513.0	266.38666666666666
5588.0	158.8
5663.0	67.49333333333334
5738.0	76.76
5813.0	74.73333333333333
5888.0	58.52
5963.0	40.2
6038.0	50.48
6113.0	59.6
6188.0	83.06666666666666
6263.0	138.65333333333334
6338.0	180.16
6413.0	163.61333333333334
6488.0	123.05333333333333
6563.0	129.06666666666666
6638.0	160.09333333333333
6713.0	142.01333333333332
6788.0	102.26666666666667
6863.0	38.32
6938.0	17.32
7013.0	30.213333333333335
7088.0	487.7733333333333
7163.0	1026.6666666666667
7238.0	1066.3333333333333
7313.0	726.3466666666667
7388.0	257.2133333333333
7463.0	15.186666666666667
7538.0	18.76
7613.0	25.76
7688.0	82.64
7763.0	107.04
7838.0	119.94666666666667
7913.0	110.13333333333334
7988.0	106.01333333333334
8063.0	116.92
8138.0	103.66666666666667
8213.0	89.02666666666667
8288.0	73.52
8363.0	56.93333333333333
8438.0	64.6
8513.0	65.68
8588.0	50.42666666666667
