#Coverage	Number of genomic locations
0.0	5797.0
1.0	2561.0
2.0	2797.0
3.0	1651.0
4.0	1407.0
5.0	800.0
6.0	924.0
7.0	537.0
8.0	574.0
9.0	326.0
10.0	408.0
11.0	356.0
12.0	459.0
13.0	262.0
14.0	219.0
15.0	88.0
16.0	177.0
17.0	119.0
18.0	70.0
19.0	128.0
20.0	82.0
21.0	89.0
22.0	55.0
23.0	108.0
24.0	94.0
25.0	107.0
26.0	32.0
27.0	49.0
28.0	37.0
29.0	33.0
30.0	39.0
31.0	11.0
32.0	46.0
33.0	44.0
34.0	63.0
35.0	59.0
36.0	24.0
37.0	38.0
38.0	29.0
39.0	31.0
40.0	27.0
41.0	51.0
42.0	84.0
43.0	67.0
44.0	45.0
45.0	62.0
46.0	34.0
47.0	62.0
48.0	35.0
49.0	34.0
50.0	34.0
51.0	37.0
52.0	36.0
53.0	40.0
54.0	36.0
55.0	63.0
56.0	50.0
57.0	45.0
58.0	64.0
59.0	74.0
60.0	57.0
61.0	19.0
62.0	20.0
63.0	23.0
64.0	12.0
65.0	34.0
66.0	35.0
67.0	26.0
68.0	39.0
69.0	32.0
70.0	25.0
71.0	38.0
72.0	42.0
73.0	36.0
74.0	25.0
75.0	25.0
76.0	42.0
77.0	48.0
78.0	24.0
79.0	40.0
80.0	10.0
81.0	17.0
82.0	44.0
83.0	31.0
84.0	14.0
85.0	21.0
86.0	22.0
87.0	32.0
88.0	19.0
89.0	23.0
90.0	20.0
91.0	11.0
92.0	14.0
93.0	13.0
94.0	10.0
95.0	11.0
96.0	9.0
97.0	6.0
98.0	16.0
99.0	9.0
100.0	17.0
101.0	17.0
102.0	15.0
103.0	5.0
104.0	2.0
105.0	7.0
106.0	6.0
107.0	4.0
108.0	10.0
109.0	16.0
110.0	12.0
111.0	15.0
112.0	15.0
113.0	27.0
114.0	12.0
115.0	23.0
116.0	34.0
117.0	13.0
118.0	10.0
119.0	13.0
120.0	18.0
121.0	22.0
122.0	33.0
123.0	18.0
124.0	28.0
125.0	5.0
126.0	18.0
127.0	8.0
128.0	6.0
129.0	8.0
130.0	11.0
131.0	7.0
132.0	15.0
133.0	10.0
134.0	15.0
135.0	10.0
136.0	15.0
137.0	5.0
138.0	17.0
139.0	21.0
140.0	23.0
141.0	7.0
142.0	29.0
143.0	8.0
144.0	18.0
145.0	14.0
146.0	8.0
147.0	15.0
148.0	20.0
149.0	21.0
150.0	18.0
151.0	14.0
152.0	13.0
153.0	28.0
154.0	18.0
155.0	13.0
156.0	11.0
157.0	9.0
158.0	17.0
159.0	29.0
160.0	14.0
161.0	16.0
162.0	13.0
163.0	9.0
164.0	15.0
165.0	10.0
166.0	12.0
167.0	13.0
168.0	12.0
169.0	6.0
170.0	9.0
171.0	8.0
172.0	16.0
173.0	8.0
174.0	11.0
175.0	11.0
176.0	11.0
177.0	7.0
178.0	6.0
179.0	9.0
180.0	8.0
181.0	9.0
182.0	14.0
183.0	14.0
184.0	11.0
185.0	3.0
186.0	5.0
187.0	7.0
188.0	13.0
189.0	5.0
190.0	4.0
191.0	8.0
192.0	5.0
193.0	9.0
194.0	11.0
196.0	4.0
197.0	10.0
198.0	25.0
199.0	5.0
200.0	5.0
201.0	4.0
202.0	8.0
203.0	6.0
204.0	6.0
205.0	9.0
206.0	8.0
207.0	18.0
208.0	9.0
209.0	17.0
210.0	8.0
211.0	10.0
212.0	9.0
213.0	3.0
214.0	3.0
215.0	5.0
216.0	3.0
217.0	8.0
218.0	6.0
219.0	3.0
220.0	4.0
221.0	2.0
222.0	7.0
224.0	2.0
225.0	4.0
226.0	6.0
227.0	9.0
228.0	3.0
229.0	3.0
230.0	4.0
231.0	7.0
232.0	5.0
233.0	2.0
234.0	11.0
235.0	5.0
236.0	8.0
237.0	12.0
238.0	5.0
239.0	9.0
240.0	3.0
241.0	3.0
242.0	4.0
243.0	4.0
244.0	4.0
245.0	8.0
246.0	11.0
247.0	10.0
248.0	3.0
249.0	6.0
250.0	7.0
251.0	2.0
252.0	2.0
253.0	3.0
254.0	6.0
255.0	6.0
256.0	9.0
257.0	2.0
258.0	3.0
259.0	1.0
260.0	14.0
261.0	5.0
262.0	3.0
263.0	1.0
264.0	2.0
265.0	2.0
266.0	3.0
267.0	6.0
268.0	11.0
269.0	6.0
270.0	2.0
271.0	4.0
272.0	1.0
273.0	8.0
274.0	6.0
275.0	5.0
276.0	1.0
277.0	6.0
278.0	1.0
279.0	8.0
280.0	2.0
281.0	3.0
282.0	7.0
283.0	1.0
284.0	3.0
285.0	24.0
286.0	15.0
287.0	2.0
288.0	5.0
289.0	11.0
290.0	1.0
291.0	5.0
292.0	1.0
293.0	1.0
294.0	3.0
295.0	3.0
296.0	8.0
297.0	3.0
298.0	7.0
299.0	10.0
300.0	10.0
301.0	3.0
302.0	6.0
303.0	8.0
304.0	5.0
305.0	7.0
306.0	3.0
307.0	4.0
308.0	3.0
309.0	4.0
310.0	8.0
311.0	3.0
312.0	4.0
313.0	3.0
314.0	9.0
315.0	13.0
316.0	3.0
317.0	9.0
318.0	12.0
319.0	8.0
320.0	4.0
321.0	6.0
322.0	5.0
323.0	6.0
324.0	7.0
325.0	1.0
326.0	1.0
327.0	3.0
328.0	6.0
329.0	8.0
330.0	5.0
331.0	8.0
332.0	12.0
333.0	9.0
334.0	11.0
335.0	6.0
336.0	6.0
337.0	7.0
338.0	6.0
339.0	9.0
340.0	1.0
341.0	9.0
342.0	6.0
343.0	3.0
344.0	2.0
345.0	3.0
346.0	2.0
347.0	5.0
348.0	1.0
349.0	5.0
350.0	1.0
351.0	1.0
352.0	1.0
353.0	2.0
354.0	5.0
355.0	5.0
356.0	8.0
357.0	2.0
358.0	3.0
359.0	4.0
360.0	4.0
361.0	2.0
362.0	1.0
363.0	6.0
364.0	3.0
365.0	2.0
366.0	2.0
367.0	4.0
368.0	1.0
369.0	2.0
370.0	11.0
371.0	1.0
372.0	3.0
373.0	4.0
374.0	2.0
375.0	5.0
376.0	7.0
377.0	2.0
378.0	3.0
379.0	2.0
380.0	6.0
381.0	4.0
382.0	3.0
383.0	5.0
384.0	1.0
385.0	6.0
386.0	1.0
387.0	5.0
388.0	5.0
390.0	2.0
391.0	1.0
392.0	2.0
393.0	1.0
395.0	1.0
