#Position (bp)	insert size
38.0	211.85675675675677
113.0	197.53154574132492
188.0	165.49860724233983
263.0	127.2551440329218
338.0	208.03838174273858
413.0	189.6965761511216
488.0	163.21848739495798
563.0	130.83532219570407
638.0	188.87464387464388
713.0	183.84974093264248
788.0	165.15107913669064
863.0	127.9724409448819
938.0	216.1569965870307
1013.0	192.59707724425888
1088.0	161.84193548387097
1163.0	133.64795918367346
1238.0	153.63636363636363
1313.0	210.42857142857142
1388.0	192.9047619047619
1463.0	133.1818181818182
1538.0	1969.9166666666667
1613.0	215.4234592445328
1688.0	190.56573705179284
1763.0	154.1142191142191
1838.0	138.2594936708861
1913.0	192.18938053097344
1988.0	204.69953051643193
2063.0	223.11328125
2138.0	124.58666666666667
2213.0	217.17307692307693
2288.0	201.95454545454547
2363.0	178.07407407407408
2438.0	134.95
2513.0	196.66176470588235
2588.0	208.96598639455783
2663.0	165.82608695652175
2738.0	139.23880597014926
2813.0	204.94366197183098
2888.0	188.52631578947367
2963.0	172.35087719298247
3038.0	132.92307692307693
3113.0	122.2
3188.0	207.72738095238094
3263.0	184.90485829959513
3338.0	141.41935483870967
3413.0	120.44927536231884
3488.0	268.9341317365269
3563.0	188.75
3638.0	152.94805194805195
3713.0	128.96774193548387
3788.0	227.98237885462555
3863.0	194.5974025974026
3938.0	184.09195402298852
4013.0	132.97391304347826
4088.0	222.21175030599755
4163.0	171.7076923076923
4238.0	143.69142857142856
4313.0	222.7164948453608
4388.0	172.6694560669456
4463.0	157.86383928571428
4538.0	130.1449814126394
4613.0	363.8965517241379
4688.0	207.99897959183673
4763.0	170.80984340044742
4838.0	135.29166666666666
4913.0	129.69230769230768
4988.0	211.8548387096774
5063.0	188.0
5138.0	140.68
5213.0	127.33333333333333
5288.0	222.1570996978852
5363.0	189.59649122807016
5438.0	151.83523447401774
5513.0	128.40096618357487
5588.0	200.53536754507627
5663.0	181.76733780760625
5738.0	158.1769911504425
5813.0	130.12637362637363
5888.0	225.43203883495147
5963.0	201.78358208955223
6038.0	160.13829787234042
6113.0	136.86363636363637
6188.0	229.80184804928132
6263.0	188.30470347648262
6338.0	151.338
6413.0	128.6962962962963
6488.0	211.91011235955057
6563.0	195.62022471910112
6638.0	176.8163771712159
6713.0	158.736
6788.0	205.85454545454544
6863.0	192.56410256410257
6938.0	127.4
7013.0	217.06
7088.0	216.0268456375839
7163.0	169.58064516129033
7238.0	146.1818181818182
7313.0	206.734375
7388.0	189.62734584450402
7463.0	158.11574074074073
7538.0	123.875
7613.0	229.34463276836158
7688.0	219.53623188405797
7763.0	187.3130081300813
7838.0	136.66666666666666
7913.0	169.61764705882354
7988.0	228.74547283702213
8063.0	191.3230769230769
8138.0	150.33513513513515
8213.0	132.69565217391303
8288.0	194.77083333333334
8363.0	190.13333333333333
8438.0	183.34782608695653
8513.0	157.51282051282053
8588.0	218.46511627906978
8663.0	197.94473684210527
8738.0	170.78947368421052
8813.0	135.5531914893617
8888.0	200.94240837696336
8963.0	184.69750889679716
9038.0	159.97665369649806
9113.0	132.93896713615024
9188.0	217.53781512605042
9263.0	203.70182555780934
9338.0	181.20622568093384
9413.0	140.32343234323432
9488.0	216.93295292439373
9563.0	224.52898550724638
9638.0	149.55679287305122
9713.0	132.20725388601036
9788.0	212.86776859504133
9863.0	194.94418604651162
9938.0	165.4516129032258
10013.0	131.42857142857142
10088.0	213.52823315118397
10163.0	191.524236983842
10238.0	160.44363636363636
10313.0	127.07211538461539
10388.0	209.62106918238993
10463.0	195.41592920353983
10538.0	160.90782122905028
10613.0	135.05194805194805
10688.0	223.09498207885304
10763.0	199.64090177133656
10838.0	165.83385579937305
10913.0	138.72307692307692
10988.0	216.61736770691994
