#Coverage (X)	Coverage
1.0	95.53556499347891
2.0	93.59261612547236
3.0	91.48580409992309
4.0	89.79366618733906
5.0	88.95094137711935
6.0	88.10821656689964
7.0	87.10831689128182
8.0	86.08835233923017
9.0	85.22221850650436
10.0	84.35942881985085
11.0	83.51670400963114
12.0	82.52014848008561
13.0	81.85800755777012
14.0	81.18249005116543
15.0	80.80794569106779
16.0	80.43340133097014
17.0	79.95184429655887
18.0	79.62746212754573
19.0	79.3699628799786
20.0	78.87168511520584
21.0	78.48376417081899
22.0	78.20285590074575
23.0	77.8483764170819
24.0	77.52399424806876
25.0	77.17620305654951
26.0	76.83844430324717
27.0	76.62441895461994
28.0	76.23649801023308
29.0	75.96896632444904
30.0	75.77166170618332
31.0	75.62786342507441
32.0	75.40380563823028
33.0	75.02926127813262
34.0	74.61458716516738
35.0	74.14975086111761
36.0	73.65816138848945
37.0	73.03615021904157
38.0	72.5345283081965
39.0	72.00949737484534
40.0	71.53797277865098
41.0	71.01628599137211
42.0	70.46784603551484
43.0	70.10333411363409
44.0	69.77560779854865
45.0	69.48466709025851
46.0	69.29405076413738
47.0	69.12684346052237
48.0	68.89275323546133
49.0	68.6352539878942
50.0	68.26405377386885
51.0	67.99652208808482
