NC_045512.2	0	7213	29903	0.241213
NC_045512.2	1	2139	29903	0.0715313
NC_045512.2	2	2642	29903	0.0883523
NC_045512.2	3	441	29903	0.0147477
NC_045512.2	4	413	29903	0.0138113
NC_045512.2	5	89	29903	0.00297629
NC_045512.2	6	188	29903	0.00628699
NC_045512.2	7	67	29903	0.00224058
NC_045512.2	8	416	29903	0.0139116
NC_045512.2	9	173	29903	0.00578537
NC_045512.2	10	243	29903	0.00812627
NC_045512.2	11	171	29903	0.00571849
NC_045512.2	12	160	29903	0.00535063
NC_045512.2	13	502	29903	0.0167876
NC_045512.2	14	345	29903	0.0115373
NC_045512.2	15	488	29903	0.0163194
NC_045512.2	16	338	29903	0.0113032
NC_045512.2	17	459	29903	0.0153496
NC_045512.2	18	168	29903	0.00561817
NC_045512.2	19	384	29903	0.0128415
NC_045512.2	20	230	29903	0.00769154
NC_045512.2	21	614	29903	0.0205331
NC_045512.2	22	495	29903	0.0165535
NC_045512.2	23	348	29903	0.0116376
NC_045512.2	24	432	29903	0.0144467
NC_045512.2	25	351	29903	0.011738
NC_045512.2	26	285	29903	0.00953082
NC_045512.2	27	341	29903	0.0114035
NC_045512.2	28	120	29903	0.00401298
NC_045512.2	29	246	29903	0.0082266
NC_045512.2	30	253	29903	0.00846069
NC_045512.2	31	182	29903	0.00608635
NC_045512.2	32	379	29903	0.0126743
NC_045512.2	33	491	29903	0.0164198
NC_045512.2	34	337	29903	0.0112698
NC_045512.2	35	189	29903	0.00632044
NC_045512.2	36	533	29903	0.0178243
NC_045512.2	37	379	29903	0.0126743
NC_045512.2	38	339	29903	0.0113367
NC_045512.2	39	251	29903	0.00839381
NC_045512.2	40	217	29903	0.0072568
NC_045512.2	41	405	29903	0.0135438
NC_045512.2	42	272	29903	0.00909608
NC_045512.2	43	416	29903	0.0139116
NC_045512.2	44	394	29903	0.0131759
NC_045512.2	45	269	29903	0.00899575
NC_045512.2	46	273	29903	0.00912952
NC_045512.2	47	275	29903	0.0091964
NC_045512.2	48	302	29903	0.0100993
NC_045512.2	49	212	29903	0.00708959
NC_045512.2	50	196	29903	0.00655453
NC_045512.2	51	104	29903	0.00347791
NC_045512.2	52	159	29903	0.00531719
NC_045512.2	53	153	29903	0.00511654
NC_045512.2	54	227	29903	0.00759121
NC_045512.2	55	289	29903	0.00966458
NC_045512.2	56	223	29903	0.00745745
NC_045512.2	57	149	29903	0.00498278
NC_045512.2	58	55	29903	0.00183928
NC_045512.2	59	29	29903	0.000969802
NC_045512.2	60	78	29903	0.00260843
NC_045512.2	61	86	29903	0.00287597
NC_045512.2	62	43	29903	0.00143798
NC_045512.2	63	38	29903	0.00127078
NC_045512.2	64	19	29903	0.000635388
NC_045512.2	65	29	29903	0.000969802
NC_045512.2	66	18	29903	0.000601946
NC_045512.2	67	23	29903	0.000769154
NC_045512.2	68	54	29903	0.00180584
NC_045512.2	69	25	29903	0.000836037
NC_045512.2	70	38	29903	0.00127078
NC_045512.2	71	33	29903	0.00110357
NC_045512.2	72	32	29903	0.00107013
NC_045512.2	73	30	29903	0.00100324
NC_045512.2	74	43	29903	0.00143798
NC_045512.2	75	38	29903	0.00127078
NC_045512.2	76	109	29903	0.00364512
NC_045512.2	77	262	29903	0.00876166
NC_045512.2	78	103	29903	0.00344447
NC_045512.2	79	61	29903	0.00203993
NC_045512.2	80	37	29903	0.00123733
NC_045512.2	81	9	29903	0.000300973
NC_045512.2	83	3	29903	0.000100324
