#Coverage (X)	Coverage
1.0	99.53850784202254
2.0	99.53850784202254
3.0	99.03354178510517
4.0	99.03354178510517
5.0	99.03354178510517
6.0	99.02016520081597
7.0	99.02016520081597
8.0	99.01682105474367
9.0	99.01682105474367
10.0	99.01682105474367
11.0	99.01682105474367
12.0	99.01682105474367
13.0	99.01682105474367
14.0	98.86967862756245
15.0	98.80613985218875
16.0	98.78941912182724
17.0	98.77269839146574
18.0	98.72922449252583
19.0	98.70915961609204
20.0	98.5185432899709
21.0	98.4817576831756
22.0	98.39146573922349
23.0	98.17744039059626
24.0	98.03029796341504
25.0	97.71929237869111
26.0	97.6390328729559
27.0	97.42835167040096
28.0	97.31799485001505
29.0	97.27117680500284
30.0	97.26114436678594
31.0	97.18757315319533
32.0	97.07721633280941
33.0	96.9534829281343
34.0	96.8966324449052
35.0	96.67257465806107
36.0	96.60903588268735
37.0	96.49199077015685
38.0	96.46523760157844
39.0	96.45854930943383
40.0	96.36825736548172
41.0	96.34484834297562
42.0	96.32143932046952
43.0	96.32143932046952
44.0	96.29468615189111
45.0	96.22445908437281
46.0	96.1809851854329
47.0	96.0973815336254
48.0	96.03049861217939
49.0	95.89673276928737
50.0	95.75627863425075
51.0	95.70611644316624
