#Position (bp)	insert size
38.0	12851.823129251701
113.0	0.0
188.0	0.0
263.0	454.0
338.0	523.8490566037735
413.0	335.0
488.0	0.0
563.0	0.0
638.0	379.8611111111111
713.0	343.0
788.0	0.0
863.0	0.0
938.0	382.1363636363636
1013.0	357.5
1088.0	0.0
1163.0	0.0
1238.0	878.3965517241379
1313.0	365.75
1388.0	0.0
1463.0	402.5
1538.0	395.22222222222223
1613.0	381.75
1688.0	0.0
1763.0	0.0
1838.0	395.5135135135135
1913.0	373.38461538461536
1988.0	0.0
2063.0	0.0
2138.0	447.0
2213.0	660.825
2288.0	0.0
2363.0	222.0
2438.0	0.0
2513.0	382.57971014492756
2588.0	343.0
2663.0	0.0
2738.0	0.0
2813.0	374.5689655172414
2888.0	353.8333333333333
2963.0	0.0
3038.0	0.0
3113.0	382.92
3188.0	378.6
3263.0	0.0
3338.0	0.0
3413.0	0.0
3488.0	385.11538461538464
3563.0	0.0
3638.0	0.0
3713.0	417.0
3788.0	386.84615384615387
3863.0	0.0
3938.0	0.0
4013.0	374.5
4088.0	366.25
4163.0	0.0
4238.0	0.0
4313.0	388.77777777777777
4388.0	0.0
4463.0	0.0
4538.0	0.0
4613.0	375.5
4688.0	354.5
4763.0	0.0
4838.0	0.0
4913.0	376.95348837209303
4988.0	352.8
5063.0	0.0
5138.0	0.0
5213.0	411.6666666666667
5288.0	374.54761904761904
5363.0	0.0
5438.0	0.0
5513.0	444.0
5588.0	387.0
5663.0	0.0
5738.0	0.0
5813.0	0.0
5888.0	613.6458333333334
5963.0	0.0
6038.0	0.0
6113.0	343.0
6188.0	370.62068965517244
6263.0	0.0
6338.0	0.0
6413.0	0.0
6488.0	391.6521739130435
6563.0	346.0
6638.0	0.0
6713.0	392.6
6788.0	344.2
6863.0	0.0
6938.0	0.0
7013.0	372.35849056603774
7088.0	349.1
7163.0	0.0
7238.0	422.0
7313.0	381.1190476190476
7388.0	0.0
7463.0	0.0
7538.0	0.0
7613.0	382.9714285714286
7688.0	364.5
7763.0	0.0
7838.0	0.0
7913.0	388.30434782608694
7988.0	372.3333333333333
8063.0	0.0
8138.0	0.0
8213.0	404.4074074074074
8288.0	399.82142857142856
8363.0	0.0
8438.0	0.0
8513.0	175.0
8588.0	369.4901960784314
8663.0	0.0
8738.0	0.0
8813.0	158.0
8888.0	380.2352941176471
8963.0	0.0
9038.0	0.0
9113.0	0.0
9188.0	379.375
9263.0	0.0
9338.0	0.0
9413.0	0.0
9488.0	379.3
9563.0	0.0
9638.0	0.0
9713.0	0.0
9788.0	382.5
9863.0	0.0
9938.0	0.0
10013.0	0.0
10088.0	380.8421052631579
10163.0	0.0
10238.0	0.0
10313.0	0.0
10388.0	384.25
10463.0	0.0
10538.0	0.0
10613.0	0.0
10688.0	399.42857142857144
10763.0	334.0
10838.0	0.0
10913.0	388.0
10988.0	391.0769230769231
11063.0	0.0
11138.0	0.0
11213.0	434.0
11288.0	385.64516129032256
11363.0	351.1818181818182
11438.0	459.0
11513.0	0.0
11588.0	375.38235294117646
11663.0	348.0
11738.0	0.0
11813.0	418.0
11888.0	386.8695652173913
11963.0	0.0
12038.0	439.0
12113.0	376.18518518518516
12188.0	340.0
12263.0	406.0
12338.0	0.0
12413.0	372.82142857142856
12488.0	345.0
12563.0	0.0
12638.0	390.0
12713.0	378.9375
12788.0	349.6666666666667
12863.0	0.0
12938.0	0.0
13013.0	375.0
13088.0	0.0
13163.0	0.0
13238.0	0.0
13313.0	374.92
13388.0	0.0
13463.0	0.0
13538.0	0.0
13613.0	378.17391304347825
13688.0	0.0
13763.0	0.0
13838.0	0.0
13913.0	376.5483870967742
13988.0	0.0
14063.0	0.0
14138.0	0.0
14213.0	474.51612903225805
14288.0	0.0
14363.0	0.0
14438.0	0.0
14513.0	375.72727272727275
14588.0	369.5
14663.0	0.0
14738.0	0.0
14813.0	0.0
14888.0	375.6
14963.0	0.0
15038.0	0.0
15113.0	0.0
15188.0	403.8666666666667
15263.0	0.0
15338.0	0.0
15413.0	0.0
15488.0	393.7857142857143
15563.0	0.0
15638.0	366.0
15713.0	0.0
15788.0	417.0
15863.0	376.0740740740741
15938.0	0.0
16013.0	0.0
16088.0	390.5
16163.0	372.3636363636364
16238.0	0.0
16313.0	469.0
16388.0	400.3448275862069
16463.0	380.6666666666667
16538.0	0.0
16613.0	0.0
16688.0	446.5
16763.0	397.962962962963
16838.0	0.0
16913.0	0.0
16988.0	0.0
17063.0	386.5769230769231
17138.0	0.0
17213.0	0.0
17288.0	432.0
17363.0	376.42857142857144
17438.0	326.5
17513.0	0.0
17588.0	457.5
