#Coverage	Number of genomic locations
0.0	6.0
2.0	1.0
7.0	14.0
10.0	1.0
13.0	1.0
15.0	5.0
20.0	1.0
22.0	2.0
26.0	1.0
60.0	1.0
184.0	1.0
227.0	1.0
313.0	1.0
325.0	1.0
332.0	1.0
341.0	1.0
344.0	1.0
347.0	1.0
352.0	1.0
355.0	1.0
359.0	1.0
366.0	1.0
380.0	1.0
382.0	1.0
384.0	1.0
389.0	1.0
392.0	1.0
396.0	1.0
399.0	1.0
403.0	2.0
405.0	1.0
410.0	1.0
413.0	1.0
415.0	1.0
419.0	1.0
423.0	1.0
425.0	1.0
428.0	1.0
430.0	1.0
431.0	1.0
434.0	1.0
435.0	1.0
437.0	1.0
439.0	1.0
446.0	2.0
447.0	1.0
454.0	1.0
460.0	1.0
466.0	1.0
469.0	1.0
470.0	1.0
471.0	1.0
472.0	1.0
473.0	1.0
476.0	2.0
479.0	2.0
482.0	2.0
486.0	1.0
487.0	2.0
495.0	1.0
499.0	1.0
503.0	1.0
506.0	1.0
508.0	1.0
509.0	3.0
511.0	2.0
512.0	1.0
513.0	2.0
515.0	1.0
516.0	1.0
518.0	2.0
519.0	2.0
520.0	2.0
521.0	3.0
522.0	1.0
524.0	2.0
530.0	1.0
532.0	1.0
533.0	1.0
534.0	1.0
535.0	1.0
539.0	1.0
543.0	1.0
544.0	1.0
547.0	1.0
549.0	1.0
551.0	1.0
558.0	1.0
563.0	1.0
565.0	1.0
568.0	1.0
572.0	1.0
575.0	1.0
578.0	1.0
579.0	1.0
581.0	1.0
582.0	1.0
584.0	1.0
586.0	1.0
591.0	1.0
592.0	1.0
594.0	1.0
602.0	1.0
605.0	1.0
607.0	1.0
613.0	1.0
615.0	2.0
616.0	2.0
621.0	1.0
628.0	1.0
629.0	1.0
637.0	1.0
641.0	1.0
645.0	1.0
646.0	4.0
647.0	2.0
651.0	2.0
653.0	1.0
655.0	3.0
656.0	2.0
657.0	3.0
658.0	4.0
659.0	6.0
660.0	2.0
661.0	3.0
662.0	2.0
663.0	3.0
664.0	5.0
665.0	1.0
666.0	1.0
667.0	2.0
668.0	2.0
671.0	1.0
672.0	1.0
673.0	4.0
674.0	4.0
675.0	3.0
676.0	1.0
677.0	9.0
678.0	4.0
679.0	5.0
680.0	4.0
682.0	4.0
683.0	8.0
684.0	2.0
685.0	11.0
