#Position (bp)	mapping quality
38.0	56.734693877551024
113.0	51.05367793240557
188.0	51.47727272727273
263.0	52.641046606704826
338.0	54.21221864951769
413.0	54.015957446808514
488.0	50.825688073394495
563.0	51.0802775024777
638.0	52.281303602058316
713.0	53.910690121786196
788.0	54.067237969676995
863.0	53.55300859598854
938.0	53.03944315545244
1013.0	50.7502569373073
1088.0	46.217457886676875
1163.0	50.17467248908297
1238.0	53.971868720696584
1313.0	54.95232753785754
1388.0	53.56683345246605
1463.0	52.33390119250426
1538.0	52.635024549918164
1613.0	49.10411622276029
1688.0	45.43689320388349
1763.0	50.48625792811839
1838.0	53.728222996515676
1913.0	53.69306236860547
1988.0	52.616899097621
2063.0	53.93939393939394
2138.0	53.05019305019305
2213.0	51.09792284866469
2288.0	52.3167649536647
2363.0	54.71520845566647
2438.0	54.06332453825858
2513.0	54.923857868020306
2588.0	54.95232753785754
2663.0	53.1350114416476
2738.0	51.14173228346457
2813.0	51.68207024029575
2888.0	52.95774647887324
2963.0	52.40506329113924
3038.0	51.35446685878963
3113.0	44.641638225255974
3188.0	36.98209718670077
3263.0	50.06622516556291
3338.0	53.81868131868132
3413.0	52.99610894941634
3488.0	52.01419698314108
3563.0	54.0620957309185
3638.0	53.594306049822066
3713.0	48.77805486284289
3788.0	47.85425101214575
3863.0	47.34177215189873
3938.0	48.943488943488944
4013.0	52.57425742574257
4088.0	54.321766561514195
4163.0	53.61702127659574
4238.0	53.18697956093868
4313.0	53.506493506493506
4388.0	54.26020408163265
4463.0	52.68887083671812
4538.0	51.84043517679057
4613.0	53.66197183098591
4688.0	51.768953068592054
4763.0	51.09792284866469
4838.0	52.851469420174745
4913.0	53.75433726578765
4988.0	54.03183023872679
5063.0	54.20476497102383
5138.0	54.22706863373958
5213.0	52.805755395683455
5288.0	51.14173228346457
5363.0	51.412213740458014
5438.0	51.8991899189919
5513.0	48.997555012224936
5588.0	50.42553191489362
5663.0	50.89068825910931
5738.0	48.28125
5813.0	50.963855421686745
5888.0	53.353028064992614
5963.0	53.86503067484663
6038.0	53.43002175489485
6113.0	53.45454545454545
6188.0	51.65120593692022
6263.0	51.65120593692022
6338.0	52.985190958690566
6413.0	52.13973799126637
6488.0	44.4559585492228
6563.0	40.306345733041574
6638.0	50.72164948453608
6713.0	52.95223179326547
6788.0	46.15384615384615
6863.0	41.63265306122449
6938.0	33.214285714285715
7013.0	41.25
7088.0	50.15317286652079
7163.0	48.66498740554156
7238.0	49.8876404494382
7313.0	53.03944315545244
7388.0	53.979933110367895
7463.0	52.776886035313005
7538.0	52.00710479573712
7613.0	51.69741697416974
7688.0	51.33782483156882
7763.0	51.913746630727765
7838.0	49.54703832752613
7913.0	39.910714285714285
7988.0	46.08964451313756
8063.0	49.272943980929675
8138.0	49.33649289099526
8213.0	53.288590604026844
8288.0	51.452991452991455
8363.0	47.48261474269819
8438.0	52.2879177377892
8513.0	52.641046606704826
8588.0	51.40401146131805
8663.0	53.75433726578765
8738.0	52.398648648648646
8813.0	49.93288590604027
8888.0	50.56603773584906
8963.0	49.285714285714285
9038.0	48.679245283018865
9113.0	51.666666666666664
9188.0	49.54703832752613
9263.0	41.63265306122449
9338.0	36.12732095490716
9413.0	47.37727910238429
9488.0	51.674375578168366
9563.0	52.32081911262799
9638.0	47.234042553191486
9713.0	41.81818181818182
9788.0	45.645933014354064
9863.0	43.57664233576642
9938.0	49.69072164948454
10013.0	53.48571428571429
10088.0	54.65558194774347
10163.0	52.07746478873239
10238.0	49.583333333333336
10313.0	50.92741935483871
10388.0	53.37748344370861
10463.0	54.76744186046512
10538.0	54.75524475524475
10613.0	52.49374478732277
10688.0	48.079470198675494
10763.0	52.294520547945204
10838.0	53.688639551192146
10913.0	54.45129469790382
10988.0	53.96782841823056
11063.0	52.13286713286713
11138.0	50.54621848739496
11213.0	48.14229249011858
11288.0	48.54961832061068
11363.0	52.09833187006146
11438.0	54.37851342910681
11513.0	53.87755102040816
11588.0	50.95477386934673
11663.0	54.38552713661884
11738.0	55.675156174915905
11813.0	53.421052631578945
11888.0	52.27467811158798
11963.0	54.64922711058264
12038.0	54.1747572815534
12113.0	49.52270081490105
12188.0	50.33297529538131
12263.0	53.24324324324324
12338.0	53.202416918429
12413.0	53.00699300699301
12488.0	51.36276391554703
12563.0	51.6044776119403
12638.0	53.487698986975396
12713.0	55.379939209726444
12788.0	56.13899613899614
12863.0	53.71946964410328
12938.0	46.52694610778443
13013.0	49.411764705882355
13088.0	50.526315789473685
13163.0	42.59187620889749
13238.0	50.788126919140225
13313.0	53.258426966292134
13388.0	52.918961447678996
13463.0	52.765273311897104
13538.0	46.72566371681416
13613.0	41.51950718685831
13688.0	50.80694586312564
13763.0	52.35993208828523
13838.0	53.21266968325792
13913.0	53.16628701594533
