#Position (bp)	Coverage
38.0	1.0133333333333334
113.0	4.493333333333333
188.0	10.293333333333333
263.0	14.88
338.0	19.413333333333334
413.0	19.24
488.0	14.093333333333334
563.0	14.853333333333333
638.0	19.346666666666668
713.0	21.24
788.0	19.92
863.0	12.186666666666667
938.0	4.52
1013.0	2.933333333333333
1088.0	5.173333333333333
1163.0	7.4
1238.0	11.453333333333333
1313.0	13.093333333333334
1388.0	14.293333333333333
1463.0	15.173333333333334
1538.0	14.893333333333333
1613.0	15.426666666666666
1688.0	20.36
1763.0	20.533333333333335
1838.0	15.56
1913.0	14.32
1988.0	11.306666666666667
2063.0	12.64
2138.0	14.026666666666667
2213.0	16.026666666666667
2288.0	15.746666666666666
2363.0	13.64
2438.0	15.52
2513.0	19.186666666666667
2588.0	18.44
2663.0	14.613333333333333
2738.0	9.946666666666667
2813.0	8.48
2888.0	9.413333333333334
2963.0	9.013333333333334
3038.0	13.04
3113.0	21.013333333333332
3188.0	24.173333333333332
3263.0	23.32
3338.0	14.986666666666666
3413.0	16.106666666666666
3488.0	21.293333333333333
3563.0	21.933333333333334
3638.0	27.14666666666667
3713.0	22.4
3788.0	18.773333333333333
3863.0	20.666666666666668
3938.0	12.32
4013.0	12.986666666666666
4088.0	11.48
4163.0	8.84
4238.0	9.92
4313.0	9.453333333333333
4388.0	11.0
4463.0	12.013333333333334
4538.0	14.466666666666667
4613.0	18.733333333333334
4688.0	13.746666666666666
4763.0	10.306666666666667
4838.0	7.1066666666666665
4913.0	3.7066666666666666
4988.0	5.44
5063.0	5.373333333333333
5138.0	6.786666666666667
5213.0	13.733333333333333
5288.0	18.453333333333333
5363.0	15.053333333333333
5438.0	15.973333333333333
5513.0	18.72
5588.0	18.053333333333335
5663.0	14.466666666666667
5738.0	9.946666666666667
5813.0	12.72
5888.0	14.84
5963.0	9.066666666666666
6038.0	8.426666666666666
6113.0	11.413333333333334
6188.0	16.773333333333333
6263.0	19.893333333333334
6338.0	15.213333333333333
6413.0	14.586666666666666
6488.0	10.226666666666667
6563.0	6.973333333333334
6638.0	8.88
6713.0	10.6
6788.0	8.706666666666667
6863.0	4.24
6938.0	0.7333333333333333
7013.0	6.986666666666666
7088.0	9.413333333333334
7163.0	5.733333333333333
7238.0	5.493333333333333
7313.0	7.1866666666666665
7388.0	6.76
7463.0	4.653333333333333
7538.0	7.56
7613.0	9.88
7688.0	6.386666666666667
7763.0	8.0
7838.0	7.986666666666666
7913.0	7.6
7988.0	13.92
8063.0	22.426666666666666
8138.0	16.933333333333334
8213.0	16.226666666666667
8288.0	16.253333333333334
8363.0	16.093333333333334
8438.0	20.946666666666665
8513.0	18.32
8588.0	13.013333333333334
8663.0	8.24
8738.0	9.946666666666667
8813.0	17.14666666666667
8888.0	18.946666666666665
8963.0	15.84
9038.0	19.24
9113.0	26.92
9188.0	28.69333333333333
9263.0	22.706666666666667
9338.0	12.066666666666666
9413.0	6.1466666666666665
9488.0	9.426666666666666
9563.0	10.066666666666666
9638.0	9.88
9713.0	9.773333333333333
9788.0	7.346666666666667
9863.0	5.946666666666666
9938.0	13.213333333333333
10013.0	18.986666666666668
10088.0	15.973333333333333
10163.0	16.013333333333332
10238.0	11.72
10313.0	10.893333333333333
10388.0	13.84
10463.0	15.44
10538.0	12.226666666666667
10613.0	8.88
10688.0	7.373333333333333
10763.0	7.373333333333333
10838.0	6.4
10913.0	8.68
10988.0	11.4
11063.0	12.026666666666667
11138.0	12.453333333333333
11213.0	15.68
11288.0	20.733333333333334
11363.0	16.12
11438.0	12.36
11513.0	17.893333333333334
11588.0	19.933333333333334
11663.0	21.586666666666666
11738.0	20.506666666666668
11813.0	15.146666666666667
11888.0	9.813333333333333
11963.0	7.746666666666667
12038.0	5.906666666666666
12113.0	10.6
12188.0	15.546666666666667
12263.0	15.72
12338.0	15.826666666666666
12413.0	11.68
12488.0	8.866666666666667
12563.0	13.16
12638.0	19.373333333333335
12713.0	21.946666666666665
12788.0	18.36
12863.0	10.346666666666666
12938.0	7.56
13013.0	6.013333333333334
13088.0	8.733333333333333
13163.0	6.133333333333334
13238.0	4.293333333333333
13313.0	4.2
13388.0	5.8133333333333335
13463.0	4.453333333333333
13538.0	6.36
13613.0	8.64
13688.0	8.653333333333334
13763.0	10.146666666666667
13838.0	11.826666666666666
13913.0	16.72
13988.0	17.453333333333333
14063.0	17.026666666666667
14138.0	15.506666666666666
14213.0	9.546666666666667
14288.0	7.986666666666666
14363.0	9.066666666666666
14438.0	4.413333333333333
14513.0	3.6133333333333333
14588.0	5.64
14663.0	8.76
14738.0	9.106666666666667
14813.0	7.506666666666667
14888.0	7.533333333333333
14963.0	9.0
15038.0	8.2
15113.0	10.413333333333334
15188.0	17.8
15263.0	24.053333333333335
15338.0	27.906666666666666
15413.0	22.85333333333333
15488.0	13.36
15563.0	12.6
15638.0	14.493333333333334
15713.0	12.066666666666666
15788.0	10.84
15863.0	8.373333333333333
15938.0	8.64
16013.0	13.093333333333334
16088.0	14.6
16163.0	13.4
16238.0	11.506666666666666
16313.0	10.453333333333333
16388.0	12.106666666666667
16463.0	11.373333333333333
16538.0	14.346666666666666
16613.0	17.28
16688.0	19.8
16763.0	16.946666666666665
16838.0	17.786666666666665
16913.0	24.493333333333332
16988.0	23.6
17063.0	24.64
17138.0	21.933333333333334
17213.0	16.88
17288.0	12.333333333333334
17363.0	9.106666666666667
17438.0	9.16
17513.0	13.546666666666667
17588.0	18.733333333333334
17663.0	17.066666666666666
17738.0	15.253333333333334
17813.0	18.68
17888.0	18.493333333333332
17963.0	15.293333333333333
18038.0	15.026666666666667
18113.0	8.906666666666666
18188.0	7.0
18263.0	10.92
18338.0	13.8
18413.0	11.866666666666667
18488.0	11.8
18563.0	15.48
18638.0	16.133333333333333
18713.0	17.946666666666665
18788.0	20.653333333333332
18863.0	16.85333333333333
18938.0	9.986666666666666
19013.0	8.12
19088.0	6.48
19163.0	9.08
19238.0	9.8
19313.0	16.16
19388.0	17.04
19463.0	17.2
19538.0	22.026666666666667
19613.0	21.266666666666666
19688.0	21.026666666666667
19763.0	18.826666666666668
19838.0	22.733333333333334
19913.0	19.30666666666667
19988.0	16.973333333333333
20063.0	12.2
20138.0	4.506666666666667
20213.0	7.653333333333333
20288.0	14.026666666666667
20363.0	16.386666666666667
20438.0	9.773333333333333
20513.0	6.546666666666667
20588.0	7.213333333333333
20663.0	11.133333333333333
20738.0	14.906666666666666
20813.0	8.76
20888.0	5.84
20963.0	9.826666666666666
21038.0	8.48
21113.0	9.986666666666666
21188.0	18.32
21263.0	23.813333333333333
21338.0	20.68
21413.0	17.666666666666668
21488.0	13.186666666666667
21563.0	8.12
21638.0	10.626666666666667
21713.0	10.973333333333333
21788.0	6.213333333333333
21863.0	7.026666666666666
21938.0	7.1466666666666665
22013.0	8.986666666666666
22088.0	10.333333333333334
22163.0	8.586666666666666
22238.0	6.213333333333333
22313.0	6.653333333333333
22388.0	4.946666666666666
22463.0	7.0
22538.0	8.786666666666667
22613.0	6.1466666666666665
22688.0	3.64
22763.0	4.373333333333333
22838.0	6.4
22913.0	11.933333333333334
22988.0	19.733333333333334
23063.0	19.44
23138.0	19.666666666666668
23213.0	19.813333333333333
23288.0	12.76
23363.0	13.733333333333333
23438.0	14.44
23513.0	17.106666666666666
23588.0	17.88
23663.0	12.346666666666666
23738.0	10.84
23813.0	13.066666666666666
23888.0	11.52
23963.0	8.6
