#Position (bp)	Coverage
38.0	1155.7866666666666
113.0	11.293333333333333
188.0	3.2266666666666666
263.0	3.6133333333333333
338.0	7.506666666666667
413.0	16.573333333333334
488.0	18.36
563.0	18.14666666666667
638.0	19.24
713.0	31.226666666666667
788.0	8.0
863.0	11.36
938.0	12.533333333333333
1013.0	11.04
1088.0	3.4266666666666667
1163.0	4.933333333333334
1238.0	7.92
1313.0	12.306666666666667
1388.0	7.213333333333333
1463.0	6.413333333333333
1538.0	8.466666666666667
1613.0	16.0
1688.0	6.16
1763.0	7.506666666666667
1838.0	8.413333333333334
1913.0	15.173333333333334
1988.0	9.293333333333333
2063.0	10.213333333333333
2138.0	10.0
2213.0	16.506666666666668
2288.0	9.813333333333333
2363.0	8.253333333333334
2438.0	6.506666666666667
2513.0	10.213333333333333
2588.0	10.333333333333334
2663.0	6.64
2738.0	6.573333333333333
2813.0	6.946666666666666
2888.0	7.133333333333334
2963.0	3.0
3038.0	3.9066666666666667
3113.0	3.6266666666666665
3188.0	14.093333333333334
3263.0	11.4
3338.0	10.626666666666667
3413.0	10.466666666666667
3488.0	15.466666666666667
3563.0	5.546666666666667
3638.0	6.1066666666666665
3713.0	5.44
3788.0	8.746666666666666
3863.0	6.973333333333334
3938.0	4.48
4013.0	4.933333333333334
4088.0	10.0
4163.0	8.186666666666667
4238.0	6.213333333333333
4313.0	9.48
4388.0	11.933333333333334
4463.0	6.96
4538.0	7.8
4613.0	9.106666666666667
4688.0	10.146666666666667
4763.0	6.0
4838.0	8.2
4913.0	7.213333333333333
4988.0	16.88
5063.0	8.293333333333333
5138.0	11.013333333333334
5213.0	10.0
5288.0	9.56
5363.0	1.0
5438.0	1.4266666666666667
5513.0	1.0266666666666666
5588.0	20.826666666666668
5663.0	12.2
5738.0	9.52
5813.0	8.706666666666667
5888.0	11.813333333333333
5963.0	8.333333333333334
6038.0	4.413333333333333
6113.0	4.653333333333333
6188.0	10.706666666666667
6263.0	10.12
6338.0	9.626666666666667
6413.0	10.453333333333333
6488.0	11.906666666666666
6563.0	7.413333333333333
6638.0	5.546666666666667
6713.0	10.506666666666666
6788.0	15.733333333333333
6863.0	12.613333333333333
6938.0	9.386666666666667
7013.0	8.773333333333333
7088.0	11.106666666666667
7163.0	4.0
7238.0	4.506666666666667
7313.0	8.626666666666667
7388.0	11.44
7463.0	7.28
7538.0	9.946666666666667
7613.0	10.2
7688.0	11.586666666666666
7763.0	6.706666666666667
7838.0	7.573333333333333
7913.0	7.573333333333333
7988.0	13.413333333333334
8063.0	7.0
8138.0	8.533333333333333
8213.0	7.066666666666666
