#Position (bp)	insert size
38.0	2348.401506996771
113.0	232.17325227963525
188.0	194.3698296836983
263.0	151.29850746268656
338.0	170.3181818181818
413.0	177.125
488.0	253.91666666666666
563.0	232.4
638.0	252.56
713.0	236.11764705882354
788.0	206.2
863.0	165.0909090909091
938.0	218.15384615384616
1013.0	278.875
1088.0	238.5
1163.0	136.6
1238.0	203.0
1313.0	0.0
1388.0	0.0
1463.0	153.0
1538.0	316.6666666666667
1613.0	248.19565217391303
1688.0	250.375
1763.0	191.73333333333332
1838.0	747.10489374147
1913.0	333.588424437299
1988.0	229.96428571428572
2063.0	181.92
2138.0	148.64285714285714
2213.0	314.3333333333333
2288.0	175.0
2363.0	251.25
2438.0	289.3333333333333
2513.0	255.25
2588.0	278.0
2663.0	190.2
2738.0	150.8
2813.0	227.53947368421052
2888.0	21.278032964063765
2963.0	200.125
3038.0	157.16666666666666
3113.0	167.2
3188.0	236.0
3263.0	215.0
3338.0	178.5
3413.0	162.66666666666666
3488.0	203.0
3563.0	232.5
3638.0	197.0
3713.0	0.0
3788.0	249.25531914893617
3863.0	231.6
3938.0	184.5
4013.0	166.58333333333334
4088.0	201.8780487804878
4163.0	25.812041884816754
4238.0	140.45454545454547
4313.0	47.64286374988438
4388.0	132.5
4463.0	179.75
4538.0	139.0
4613.0	105.0
4688.0	24.0443224989447
4763.0	204.0
4838.0	0.0
4913.0	0.0
4988.0	135.5
5063.0	209.5
5138.0	132.0
5213.0	201.83333333333334
5288.0	217.33333333333334
5363.0	238.0
5438.0	189.0
5513.0	0.0
5588.0	121.57142857142857
5663.0	243.2
5738.0	258.0
5813.0	135.0
5888.0	262.8139534883721
5963.0	260.25
6038.0	203.63636363636363
6113.0	175.41176470588235
6188.0	193.02600568874442
6263.0	208.7789872219593
6338.0	176.54917061611374
6413.0	132.30048661800487
6488.0	78.61904761904762
6563.0	0.0
6638.0	326.0
6713.0	177.0
6788.0	0.0
6863.0	23.0
6938.0	0.0
7013.0	178.0
7088.0	340.0
7163.0	167.0
7238.0	199.0
7313.0	176.66666666666666
7388.0	26.0
7463.0	294.5
7538.0	139.0
7613.0	94.6
7688.0	208.5
7763.0	273.0
7838.0	169.33333333333334
7913.0	269.0
7988.0	359.5
8063.0	211.5
8138.0	175.0
8213.0	129.5
8288.0	0.0
8363.0	0.0
8438.0	0.0
