#Coverage	Number of genomic locations
0.0	171.0
1.0	59.0
2.0	40.0
3.0	34.0
4.0	9.0
5.0	20.0
6.0	102.0
7.0	32.0
8.0	8.0
9.0	58.0
10.0	94.0
11.0	227.0
12.0	277.0
13.0	303.0
14.0	440.0
15.0	343.0
16.0	280.0
17.0	286.0
18.0	536.0
19.0	539.0
20.0	722.0
21.0	795.0
22.0	985.0
23.0	712.0
24.0	873.0
25.0	842.0
26.0	843.0
27.0	1004.0
28.0	1194.0
29.0	1175.0
30.0	1096.0
31.0	979.0
32.0	944.0
33.0	1274.0
34.0	959.0
35.0	1016.0
36.0	887.0
37.0	1043.0
38.0	885.0
39.0	856.0
40.0	756.0
41.0	707.0
42.0	508.0
43.0	479.0
44.0	333.0
45.0	302.0
46.0	307.0
47.0	346.0
48.0	289.0
49.0	311.0
50.0	254.0
51.0	237.0
52.0	208.0
53.0	217.0
54.0	193.0
55.0	195.0
56.0	170.0
57.0	140.0
58.0	153.0
59.0	154.0
60.0	86.0
61.0	61.0
62.0	41.0
63.0	6.0
64.0	19.0
65.0	20.0
66.0	58.0
67.0	56.0
68.0	46.0
69.0	39.0
70.0	18.0
71.0	16.0
72.0	13.0
73.0	6.0
74.0	8.0
75.0	32.0
76.0	13.0
77.0	9.0
78.0	22.0
79.0	16.0
80.0	17.0
81.0	15.0
82.0	19.0
83.0	24.0
84.0	30.0
85.0	9.0
86.0	3.0
