#Position (bp)	Coverage
38.0	153.26666666666668
113.0	955.8133333333334
188.0	1613.9066666666668
263.0	1748.4933333333333
338.0	1339.1333333333334
413.0	1655.2533333333333
488.0	2109.8133333333335
563.0	1785.7733333333333
638.0	1226.3866666666668
713.0	1038.16
788.0	1347.8666666666666
863.0	1394.2533333333333
938.0	1048.0266666666666
1013.0	958.2
1088.0	1216.28
1163.0	998.36
1238.0	770.16
1313.0	264.8933333333333
1388.0	40.92
1463.0	51.13333333333333
1538.0	34.586666666666666
1613.0	706.5733333333334
1688.0	1740.92
1763.0	2133.4
1838.0	1937.8
1913.0	1146.5466666666666
1988.0	931.8
2063.0	941.6266666666667
2138.0	734.6
2213.0	275.8
2288.0	39.053333333333335
2363.0	48.22666666666667
2438.0	48.306666666666665
2513.0	41.24
2588.0	24.0
2663.0	25.813333333333333
2738.0	32.28
2813.0	46.22666666666667
2888.0	211.48
2963.0	302.0933333333333
3038.0	296.85333333333335
3113.0	215.37333333333333
3188.0	931.4
3263.0	2326.24
3338.0	2756.133333333333
3413.0	2400.12
3488.0	944.0666666666667
3563.0	215.46666666666667
3638.0	281.05333333333334
3713.0	222.29333333333332
3788.0	144.53333333333333
3863.0	177.52
3938.0	211.90666666666667
4013.0	291.61333333333334
4088.0	591.5466666666666
4163.0	1485.1466666666668
4238.0	1698.9733333333334
4313.0	1527.2133333333334
4388.0	2244.1866666666665
4463.0	2323.0133333333333
4538.0	2077.733333333333
4613.0	1261.1866666666667
4688.0	950.2533333333333
4763.0	1959.16
4838.0	2242.6266666666666
4913.0	1884.2533333333333
4988.0	609.5866666666667
5063.0	50.06666666666667
5138.0	48.74666666666667
5213.0	40.026666666666664
5288.0	850.0533333333333
5363.0	2700.653333333333
5438.0	3591.04
5513.0	3421.266666666667
5588.0	1813.6666666666667
5663.0	1114.7333333333333
5738.0	1428.2933333333333
5813.0	1494.8133333333333
5888.0	939.56
5963.0	433.64
6038.0	521.9866666666667
6113.0	501.4533333333333
6188.0	748.4
6263.0	1775.32
6338.0	2350.2533333333336
6413.0	2211.2
6488.0	1280.4
6563.0	704.28
6638.0	864.4
6713.0	864.8266666666667
6788.0	658.52
6863.0	180.17333333333335
6938.0	20.893333333333334
7013.0	21.72
7088.0	52.6
7163.0	103.73333333333333
7238.0	92.50666666666666
7313.0	69.57333333333334
7388.0	65.70666666666666
7463.0	79.09333333333333
7538.0	85.36
7613.0	81.22666666666667
7688.0	286.6533333333333
7763.0	550.32
7838.0	605.8
7913.0	525.9466666666667
7988.0	623.16
8063.0	977.9066666666666
8138.0	976.9733333333334
8213.0	1000.8933333333333
8288.0	494.08
8363.0	41.93333333333333
8438.0	34.24
8513.0	19.84
8588.0	26.666666666666668
8663.0	102.2
8738.0	213.22666666666666
8813.0	233.78666666666666
8888.0	229.97333333333333
8963.0	782.16
9038.0	1356.1866666666667
9113.0	1405.1466666666668
9188.0	981.96
9263.0	341.68
9338.0	300.08
