NC_045512.2	0	10990	29903	0.367522
NC_045512.2	1	4839	29903	0.161823
NC_045512.2	2	5601	29903	0.187306
NC_045512.2	3	2664	29903	0.0890881
NC_045512.2	4	2765	29903	0.0924656
NC_045512.2	5	1354	29903	0.0452797
NC_045512.2	6	833	29903	0.0278567
NC_045512.2	7	442	29903	0.0147811
NC_045512.2	8	297	29903	0.00993211
NC_045512.2	9	31	29903	0.00103669
NC_045512.2	10	6	29903	0.000200649
NC_045512.2	12	57	29903	0.00190616
NC_045512.2	13	1	29903	3.34415e-05
NC_045512.2	14	1	29903	3.34415e-05
NC_045512.2	16	1	29903	3.34415e-05
NC_045512.2	19	1	29903	3.34415e-05
NC_045512.2	20	1	29903	3.34415e-05
NC_045512.2	21	4	29903	0.000133766
NC_045512.2	22	1	29903	3.34415e-05
NC_045512.2	24	2	29903	6.68829e-05
NC_045512.2	25	3	29903	0.000100324
NC_045512.2	26	2	29903	6.68829e-05
NC_045512.2	27	1	29903	3.34415e-05
NC_045512.2	29	3	29903	0.000100324
NC_045512.2	30	3	29903	0.000100324
genome	0	10990	29903	0.367522
genome	1	4839	29903	0.161823
genome	2	5601	29903	0.187306
genome	3	2664	29903	0.0890881
genome	4	2765	29903	0.0924656
genome	5	1354	29903	0.0452797
genome	6	833	29903	0.0278567
genome	7	442	29903	0.0147811
genome	8	297	29903	0.00993211
genome	9	31	29903	0.00103669
genome	10	6	29903	0.000200649
genome	12	57	29903	0.00190616
genome	13	1	29903	3.34415e-05
genome	14	1	29903	3.34415e-05
genome	16	1	29903	3.34415e-05
genome	19	1	29903	3.34415e-05
genome	20	1	29903	3.34415e-05
genome	21	4	29903	0.000133766
genome	22	1	29903	3.34415e-05
genome	24	2	29903	6.68829e-05
genome	25	3	29903	0.000100324
genome	26	2	29903	6.68829e-05
genome	27	1	29903	3.34415e-05
genome	29	3	29903	0.000100324
genome	30	3	29903	0.000100324
